dem_per,third_party,rep_inc_party,dem_inc,rep_inc,dem_inc_party,july_dem,jul_rep,aug_dem,aug_rep,sep_dem,sep_rep,oct_dem,oct_rep,unem_dec_t_1,unem_per_change_t_2_t_1,GDP_per_change_t_1,inflation_t_1,last_recession,greatwar_years,avg_pres_approval,int_pres_approval_dem_inc,int_pres_approval_dem_inc_party,pop,state_gdp,area,state_gdp_per_cap,pop_density,region_ne,region_mw,region_s,region_w,prog,trad,moral,ind,lag_dem_per,lag2_dem_per,counter,int_south_year,lag_citi,lag_nom
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,28,28,25.48190117,56.06416321
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,29,29,23.63332939,56.06416321
39.5,0.0,1.0,0.0,0.0,0.0,50.5,39.0,49.0,42.0,41.5,48.0,40.0,50.0,5.7,-0.9,3.5,4.4,6.0,0.0,55.3,0.0,0.0,6339000.0,117000000000.0,"59,425.15",18500.0,106.6720067,0,0,1,0,0,0,0,0,39.8,55.8,30,30,31.73471069,51.13864899
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,31,31,39.64805222,58.40040207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,32,32,31.89371109,58.59246445
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,33,33,37.8409729,58.59246445
43.5,1.0,1.0,0.0,1.0,0.0,52.25,37.5,52.67,39.33,52.0,38.8,44.92,33.83,7.3,1.0,-0.1,3.1,1.0,0.0,60.9,0.0,0.0,6773000.0,148000000000.0,"59,425.15",21900.0,113.9753118,0,0,1,0,0,0,0,0,39.5,39.8,34,34,40.53562927,58.40040207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,35,35,36.40839386,58.59246445
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,36,36,38.06733322,62.62575531
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,37,37,33.72299194,62.62575531
45.8,1.0,0.0,1.0,0.0,1.0,50.0,34.0,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5.0,0.0,49.6,49.6,49.6,7334000.0,203000000000.0,"59,425.15",27700.0,123.4157592,0,0,1,0,0,0,0,0,43.5,39.5,38,38,44.47075272,58.59246445
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,39,39,40.40241623,65.73440552
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,40,40,41.76663208,69.69705963
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,41,41,40.19196701,68.67366791
43.0,0.0,0.0,0.0,0.0,1.0,41.0,47.5,42.0,50.25,43.62,47.23,43.73,46.87,4.0,-0.4,4.8,2.7,9.0,0.0,60.6,0.0,60.6,8186000.0,289000000000.0,"59,425.15",35300.0,137.753123,0,0,1,0,0,0,0,0,45.8,43.5,42,42,38.90171814,65.73440552
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,43,43,48.33500671,63.30303574
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,44,44,40.56184006,62.92371368
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,45,45,35.81693268,62.92371368
41.4,0.0,1.0,0.0,1.0,0.0,47.33,47.33,46.0,48.0,44.5,52.0,47.4,49.8,5.7,-0.3,2.9,1.9,3.0,1.0,62.2,0.0,0.0,8921000.0,340000000000.0,"59,425.15",38100.0,150.1216236,0,0,1,0,0,0,0,0,43.0,45.8,46,46,36.97908783,63.30303574
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,47,47,39.21786499,36.43751907
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,48,48,44.08528137,24.37623024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,49,49,37.73931503,24.37623024
47.0,0.0,1.0,0.0,0.0,0.0,46.5,42.5,47.67,43.0,46.67,46.33,51.8,41.6,5.0,0.6,1.9,4.1,0.0,1.0,36.5,0.0,0.0,9698000.0,415000000000.0,"59,425.15",42800.0,163.1968956,0,0,1,0,0,0,0,0,41.4,43.0,50,50,35.24056244,36.43751907
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,51,51,43.15314484,20.97859383
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,52,52,44.60794067,20.14570999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,53,53,39.7320137,19.99526024
46.0,0.0,0.0,1.0,0.0,1.0,47.25,45.0,46.33,46.0,49.67,44.0,48.0,47.25,8.5,-0.8,1.6,3.0,3.0,0.0,49.1,49.1,49.1,9918000.0,430000000000.0,"59,425.15",43400.0,166.89903180000002,0,0,1,0,0,0,0,0,47.0,41.4,54,54,48.595722200000004,20.72823143
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,55,55,39.98366165,18.96378326
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,56,56,41.35233307,18.87232971
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,57,57,37.3751297,18.87232971
46.0,0.0,0.0,0.0,0.0,1.0,40.33,38.33,42.67,37.33,42.33,40.0,45.25,40.25,5.0,-0.6,2.9,0.7,7.0,0.0,46.7,0.0,46.7,10300000.0,513000000000.0,"59,425.15",49800.0,173.32728649999999,0,0,1,0,0,0,0,0,46.0,47.0,58,58,39.34202576,18.96378326
50.0,0.0,,0.0,0.0,0.0,50.0,46.0,46.25,47.75,46.25,47.75,49.6,46.67,5.3,-0.9,6.9,1.7,0.0,0.0,60.5,0.0,0.0,,,,,,0,0,0,1,0,0,0,0,,,2,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,62.0,71.0,3,0,77.92569733,68.92353821
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,62.0,4,0,72.43138123,49.94517136
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,5,0,72.74995422,49.94517136
78.8,0.0,0.0,0.0,0.0,1.0,60.5,28.5,65.0,29.0,63.5,30.5,64.0,32.5,5.5,0.0,4.4,1.6,3.0,1.0,74.2,0.0,74.2,,,,,,0,0,0,1,0,0,0,0,50.0,,6,0,78.86784363,49.94517136
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,7,0,77.71618652,72.71965027
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,8,0,78.15380859,70.10395813
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,9,0,77.95411682,70.10395813
59.8,1.0,0.0,0.0,0.0,1.0,39.0,37.5,29.0,45.0,29.33,43.33,36.0,44.0,3.8,0.0,2.7,3.0,7.0,1.0,50.3,0.0,50.3,,,,,,0,0,0,1,0,0,0,0,78.8,50.0,10,0,77.84280396,72.71965027
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,11,0,70.58340454,70.10395813
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,12,0,70.99143219,70.10395813
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,13,0,81.59571075,70.10395813
37.5,0.0,1.0,0.0,1.0,0.0,37.0,56.0,30.5,60.5,33.0,61.0,35.0,59.5,6.0,-0.1,3.3,3.3,2.0,1.0,55.8,0.0,0.0,816000.0,5190000000.0,"10,931.72",6360.0,74.64516105,0,0,0,1,0,0,0,0,59.8,78.8,14,0,80.93824005,70.10395813
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,15,0,65.16777039,70.10395813
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,16,0,63.82975769,70.10395813
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,17,0,66.28363037,70.10395813
50.6,0.0,1.0,0.0,0.0,0.0,62.0,29.0,52.5,34.0,51.0,40.0,47.33,45.0,4.9,-0.3,5.6,8.7,1.0,0.0,47.2,0.0,0.0,884000.0,8170000000.0,"10,931.72",9240.0,80.86559114,0,0,0,1,0,0,0,0,37.5,59.8,18,0,60.43705368,70.10395813
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,19,0,63.26770782,70.10395813
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,20,0,60.5419426,67.22837067
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,21,0,51.44442749,67.22837067
44.8,1.0,0.0,1.0,0.0,1.0,35.0,34.75,35.67,40.67,35.67,40.67,44.33,42.0,6.0,0.0,3.2,13.3,0.0,0.0,45.5,45.5,45.5,969000.0,11900000000.0,"10,931.72",12300.0,88.64112875,0,0,0,1,0,0,0,0,50.6,37.5,22,0,56.48719788,70.10395813
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,23,0,49.62852478,67.22837067
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,24,0,66.27553558,67.22837067
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,25,0,69.05290222,67.22837067
43.8,0.0,1.0,0.0,1.0,0.0,41.0,53.0,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2.0,0.0,50.3,0.0,0.0,1036000.0,17300000000.0,"10,931.72",16700.0,94.77008193,0,0,0,1,0,0,0,0,44.8,50.6,26,0,60.26937866,67.22837067
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,27,0,70.98988342,67.22837067
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,28,0,66.64507294,68.08853149
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,29,0,71.16854858,68.08853149
54.3,0.0,1.0,0.0,0.0,0.0,50.5,39.0,49.0,42.0,41.5,48.0,40.0,50.0,5.7,-0.9,3.5,4.4,6.0,0.0,55.3,0.0,0.0,1096000.0,24300000000.0,"10,931.72",22200.0,100.2586967,0,0,0,1,0,0,0,0,43.8,44.8,30,0,67.78714752,67.22837067
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,31,0,66.81409454,68.52783203
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,32,0,69.37247467,69.11468506
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,33,0,72.0405426,69.11468506
48.1,1.0,1.0,0.0,1.0,0.0,52.25,37.5,52.67,39.33,52.0,38.8,44.92,33.83,7.3,1.0,-0.1,3.1,1.0,0.0,60.9,0.0,0.0,1156000.0,34400000000.0,"10,931.72",29800.0,105.7473115,0,0,0,1,0,0,0,0,54.3,43.8,34,0,81.08711243,68.52783203
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,35,0,77.57424927,70.96327972
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,36,0,81.70603943,70.96327972
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,37,0,76.36781311,70.96327972
56.9,1.0,0.0,1.0,0.0,1.0,50.0,34.0,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5.0,0.0,49.6,49.6,49.6,1187000.0,37800000000.0,"10,931.72",31800.0,108.58309579999998,0,0,0,1,0,0,0,0,48.1,54.3,38,0,75.20880127,70.96327972
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,39,0,81.76628113,70.96327972
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,40,0,73.47149658,70.96327972
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,41,0,78.32742309999999,70.96327972
55.8,0.0,0.0,0.0,0.0,1.0,41.0,47.5,42.0,50.25,43.62,47.23,43.73,46.87,4.0,-0.4,4.8,2.7,9.0,0.0,60.6,0.0,60.6,1212000.0,39300000000.0,"10,931.72",32400.0,110.8700186,0,0,0,1,0,0,0,0,56.9,48.1,42,0,79.45465088,70.96327972
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,43,0,82.12284851,70.96327972
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,44,0,82.49131012,70.96327972
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,45,0,76.37134552,70.96327972
54.0,0.0,1.0,0.0,1.0,0.0,47.33,47.33,46.0,48.0,44.5,52.0,47.4,49.8,5.7,-0.3,2.9,1.9,3.0,1.0,62.2,0.0,0.0,1254000.0,48900000000.0,"10,931.72",39000.0,114.712049,0,0,0,1,0,0,0,0,55.8,56.9,46,0,64.03957367,70.96327972
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,47,0,77.90763092,55.93685913
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,48,0,77.12216949,56.07680511
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,49,0,70.82397461,56.07680511
72.0,0.0,1.0,0.0,0.0,0.0,46.5,42.5,47.67,43.0,46.67,46.33,51.8,41.6,5.0,0.6,1.9,4.1,0.0,1.0,36.5,0.0,0.0,1287000.0,65200000000.0,"10,931.72",50700.0,117.7307871,0,0,0,1,0,0,0,0,54.0,55.8,50,0,76.83985138,55.93685913
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,51,0,80.38159943,56.77355957
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,52,0,84.03916168,55.91046143
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,53,0,71.05153656,55.91046143
71.0,0.0,0.0,1.0,0.0,1.0,47.25,45.0,46.33,46.0,49.67,44.0,48.0,47.25,8.5,-0.8,1.6,3.0,3.0,0.0,49.1,49.1,49.1,1393000.0,70500000000.0,"10,931.72",50600.0,127.42733989999999,0,0,0,1,0,0,0,0,72.0,54.0,54,0,84.46142578,56.77355957
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,55,0,76.63755798,69.8993988
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,56,0,78.28427887,69.13983917
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,57,0,67.34751892,69.13983917
62.0,0.0,0.0,0.0,0.0,1.0,40.33,38.33,42.67,37.33,42.33,40.0,45.25,40.25,5.0,-0.6,2.9,0.7,7.0,0.0,46.7,0.0,46.7,1428000.0,82700000000.0,"10,931.72",57900.0,130.6290318,0,0,0,1,0,0,0,0,71.0,72.0,58,0,71.35577393,69.8993988
34.4,0.0,,0.0,0.0,1.0,43.0,50.0,41.5,52.5,40.5,55.0,41.2,50.2,3.1,-1.2,8.0,6.0,3.0,1.0,36.5,0.0,36.5,,,,,,0,0,0,1,0,0,0,0,,,0,0,,
38.8,0.0,,0.0,1.0,0.0,36.0,61.5,40.67,52.0,40.67,52.0,40.5,54.0,4.2,-0.8,7.1,0.4,3.0,0.0,69.6,0.0,0.0,,,,,,0,0,0,1,0,0,0,0,34.4,,1,0,,
46.2,0.0,,0.0,0.0,0.0,50.0,46.0,46.25,47.75,46.25,47.75,49.6,46.67,5.3,-0.9,6.9,1.7,0.0,0.0,60.5,0.0,0.0,,,,,,0,0,0,1,0,0,0,0,38.8,34.4,2,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,28.0,33.0,3,0,24.30561829,22.53520966
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,28.0,4,0,50.02880096,36.14884949
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,5,0,50.96231842,36.14884949
50.9,0.0,0.0,0.0,0.0,1.0,60.5,28.5,65.0,29.0,63.5,30.5,64.0,32.5,5.5,0.0,4.4,1.6,3.0,1.0,74.2,0.0,74.2,,,,,,0,0,0,1,0,0,0,0,46.2,38.8,6,0,47.98714447,48.69918442
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,7,0,49.20708466,36.02858734
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,8,0,38.84093857,29.08686447
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,9,0,30.89437485,29.08686447
30.7,1.0,0.0,0.0,0.0,1.0,39.0,37.5,29.0,45.0,29.33,43.33,36.0,44.0,3.8,0.0,2.7,3.0,7.0,1.0,50.3,0.0,50.3,,,,,,0,0,0,1,0,0,0,0,50.9,46.2,10,0,48.78029251,36.02858734
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,11,0,40.64191818,27.41017723
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,12,0,51.08403778,35.81776047
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,13,0,51.67854309,34.77723694
26.0,0.0,1.0,0.0,1.0,0.0,37.0,56.0,30.5,60.5,33.0,61.0,35.0,59.5,6.0,-0.1,3.3,3.3,2.0,1.0,55.8,0.0,0.0,755000.0,3270000000.0,"83,568.95",4330.0,9.034455979,0,0,0,1,0,0,0,0,30.7,50.9,14,0,36.02767944,27.41017723
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,15,0,47.44565964,53.50675201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,16,0,44.39058304,48.27296829
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,17,0,37.54346466,48.27296829
36.8,0.0,1.0,0.0,0.0,0.0,62.0,29.0,52.5,34.0,51.0,40.0,47.33,45.0,4.9,-0.3,5.6,8.7,1.0,0.0,47.2,0.0,0.0,833000.0,5830000000.0,"83,568.95",7000.0,9.967816994,0,0,0,1,0,0,0,0,26.0,30.7,18,0,44.06499863,53.50675201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,19,0,38.67419052,44.36619949
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,20,0,36.92699432,45.78039551
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,21,0,34.14436722,45.78039551
25.2,1.0,0.0,1.0,0.0,1.0,35.0,34.75,35.67,40.67,35.67,40.67,44.33,42.0,6.0,0.0,3.2,13.3,0.0,0.0,45.5,45.5,45.5,947000.0,9290000000.0,"83,568.95",9810.0,11.33196002,0,0,0,1,0,0,0,0,36.8,26.0,22,0,34.59527969,44.36619568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,23,0,23.70716095,47.19459534
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,24,0,32.98048401,41.10640717
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,25,0,32.72148514,41.10640717
26.4,0.0,1.0,0.0,1.0,0.0,41.0,53.0,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2.0,0.0,50.3,0.0,0.0,999000.0,11800000000.0,"83,568.95",11800.0,11.95420069,0,0,0,1,0,0,0,0,25.2,36.8,26,0,31.71849442,47.19459534
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,27,0,22.93154907,41.10640717
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,28,0,16.34563828,37.88564301
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,29,0,23.56365967,37.88564301
36.0,0.0,1.0,0.0,0.0,0.0,50.5,39.0,49.0,42.0,41.5,48.0,40.0,50.0,5.7,-0.9,3.5,4.4,6.0,0.0,55.3,0.0,0.0,1003000.0,14000000000.0,"83,568.95",14000.0,12.00206536,0,0,0,1,0,0,0,0,26.4,25.2,30,0,19.99264908,41.10640717
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,31,0,26.04142761,37.88564301
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,32,0,20.98285675,39.57634354
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,33,0,21.92683029,39.57634354
28.4,1.0,1.0,0.0,1.0,0.0,52.25,37.5,52.67,39.33,52.0,38.8,44.92,33.83,7.3,1.0,-0.1,3.1,1.0,0.0,60.9,0.0,0.0,1066000.0,18900000000.0,"83,568.95",17700.0,12.75593387,0,0,0,1,0,0,0,0,36.0,26.4,34,0,29.32144165,37.88564301
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,35,0,34.27593613,43.8003006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,36,0,35.13951111,43.64520645
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,37,0,22.91744041,43.64520645
33.6,1.0,0.0,1.0,0.0,1.0,50.0,34.0,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5.0,0.0,49.6,49.6,49.6,1186000.0,27800000000.0,"83,568.95",23400.0,14.191873900000001,0,0,0,1,0,0,0,0,28.4,36.0,38,0,40.72530365,43.8003006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,39,0,19.84089661,21.37827301
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,40,0,13.47280407,21.37827301
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,41,0,30.0405159,21.37827301
27.6,0.0,0.0,0.0,0.0,1.0,41.0,47.5,42.0,50.25,43.62,47.23,43.73,46.87,4.0,-0.4,4.8,2.7,9.0,0.0,60.6,0.0,60.6,1294000.0,34100000000.0,"83,568.95",26400.0,15.48421992,0,0,0,1,0,0,0,0,33.6,28.4,42,0,20.13241005,21.37827301
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,43,0,25.20083427,23.47837067
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,44,0,22.05303955,24.79878998
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,45,0,16.44430733,24.79878998
30.3,0.0,1.0,0.0,1.0,0.0,47.33,47.33,46.0,48.0,44.5,52.0,47.4,49.8,5.7,-0.3,2.9,1.9,3.0,1.0,62.2,0.0,0.0,1392000.0,40300000000.0,"83,568.95",29000.0,16.65690427,0,0,0,1,0,0,0,0,27.6,33.6,46,0,17.7465992,23.47837067
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,47,0,22.46538925,24.79878998
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,48,0,33.2996521,24.79878998
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,49,0,23.157341,24.79878998
36.0,0.0,1.0,0.0,0.0,0.0,46.5,42.5,47.67,43.0,46.67,46.33,51.8,41.6,5.0,0.6,1.9,4.1,0.0,1.0,36.5,0.0,0.0,1528000.0,53900000000.0,"83,568.95",35300.0,18.28430296,0,0,0,1,0,0,0,0,30.3,27.6,50,0,18.98292542,24.79878998
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,51,0,31.64930725,25.46529388
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,52,0,27.69239998,25.68745422
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,53,0,19.7222271,25.68745422
33.0,0.0,0.0,1.0,0.0,1.0,47.25,45.0,46.33,46.0,49.67,44.0,48.0,47.25,8.5,-0.8,1.6,3.0,3.0,0.0,49.1,49.1,49.1,1596000.0,56500000000.0,"83,568.95",35400.0,19.09800231,0,0,0,1,0,0,0,0,36.0,30.3,54,0,36.25172424,25.46529388
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,55,0,24.30764771,22.53520966
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,56,0,24.53231621,22.53520966
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,57,0,25.25938034,22.53520966
28.0,0.0,0.0,0.0,0.0,1.0,40.33,38.33,42.67,37.33,42.33,40.0,45.25,40.25,5.0,-0.6,2.9,0.7,7.0,0.0,46.7,0.0,46.7,1683000.0,66300000000.0,"83,568.95",39400.0,20.13905883,0,0,0,1,0,0,0,0,33.0,36.0,58,0,27.13394928,22.53520966
44.9,0.0,,0.0,0.0,1.0,43.0,50.0,41.5,52.5,40.5,55.0,41.2,50.2,3.1,-1.2,8.0,6.0,3.0,1.0,36.5,0.0,36.5,,,,,,0,1,0,0,0,0,0,0,,,0,0,,
40.3,0.0,,0.0,1.0,0.0,36.0,61.5,40.67,52.0,40.67,52.0,40.5,54.0,4.2,-0.8,7.1,0.4,3.0,0.0,69.6,0.0,0.0,,,,,,0,1,0,0,0,0,0,0,44.9,,1,0,,
50.0,0.0,,0.0,0.0,0.0,50.0,46.0,46.25,47.75,46.25,47.75,49.6,46.67,5.3,-0.9,6.9,1.7,0.0,0.0,60.5,0.0,0.0,,,,,,0,1,0,0,0,0,0,0,40.3,44.9,2,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,56.0,58.0,3,0,62.822284700000004,51.03461456
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,56.0,4,0,52.35095978,57.73473739999999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,,5,0,52.30389023,57.73473739999999
59.5,0.0,0.0,0.0,0.0,1.0,60.5,28.5,65.0,29.0,63.5,30.5,64.0,32.5,5.5,0.0,4.4,1.6,3.0,1.0,74.2,0.0,74.2,,,,,,0,1,0,0,0,0,0,0,50.0,40.3,6,0,58.23987961,38.14855194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,,7,0,54.58371353,55.48881912
